,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,S_HorTail,S_VerTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,mWingFold,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season,t_mission,Sensor_Swath_width,Aeroshell_Diameter
0,17.0,1.418681194,2.7136011052949125,30.0,5.19047619,2.872684492,0.35,0.0,435.560422474795,1269.6866712093502,LowAcc,400000.0,25.41758701550536,0.014907610305335783,0.1474620947032237,9.891732590463782,-0.26029836052936994,8.04234980294494,0.718701054148672,0.31270969186219716,0.094378411,0.044378411,0.04,0.1639034968988859,0.3293585815482111,8.04234980294494,9.0,0.0,4.0,0.5805111286912606,3.0,Fuselage greater than aeroshell diameter,1,Titan,435.560422474795,286.35976697543555,0.0,52.254400000000004,383.30602247479504,13.838178903036209,36.920208942357156,1.2300164161387341,0.4119713625495054,0.9800663383416021,43.546352699691454,0.00487727280463012,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,winter,0.004986797180188415,100.0,5.0
1,18.0,1.261612919,2.9636512933519725,30.0,6.961904762,1.743214057,0.35,0.0,359.86591835044203,1006.7122667458747,LowAcc,400000.0,23.521042547412673,0.016845552847446772,0.1821386964943174,10.81227182887759,-0.16586369714123195,6.289163315909823,0.7224132807035777,0.31875428618755514,0.171924914,0.131924914,0.04,0.15735564590459816,0.33613953153467135,6.289163315909823,7.0,0.0,2.0,0.5156402734149823,3.0,Fuselage greater than aeroshell diameter,1,Titan,359.86591835044203,227.48973002258086,0.0,52.254400000000004,307.611518350442,14.423463069211065,27.296689630996017,0.7477601082946834,0.8394107004075549,0.8144072623567149,35.97908585008252,0.006388142072224272,0.0,0.014583564440330758,0.0,0.0,No_tail,no,no,0.0,winter,0.005388891712627706,100.0,5.0
2,19.0,1.313969011,2.6115368781607025,30.0,5.19047619,1.460846448,0.35,0.0,62.085658421215854,1006.7122667458747,LowAcc,400000.0,18.034848878336483,0.016845552847446772,0.07356082368706297,4.36678002516328,-2.0431319784102326,1.8172176,0.54516528,0.31875428618755514,0.09158517799999999,0.063138376,0.04,0.12190602094920702,0.33613953153467135,0.6665213999999999,1.0,0.0,6.0,0.0,3.0,"Wingspan greater than aeroshell diameter, folding wings needed",1,Titan,62.085658421215854,0.0,0.0,52.254400000000004,9.831258421215853,2.2639021331694207,0.8790753055000637,0.026008334126492814,0.44715787039411037,0.0,6.215114778025766,0.0,0.0,0.0,0.0,0.0,No_tail,no,no,0.0,winter,0.023427301241647984,30.0,2.6
3,20.0,1.418681194,4.910965312237503,0.0,17.0,1.602030252,0.35,0.0,66.5269217041656,1006.7122667458747,LowAcc,400000.0,5.070094050244632,0.016845552847446772,0.07356082368706297,4.36678002516328,-2.0431319784102326,1.8172176,0.54516528,0.31875428618755514,0.09158517799999999,0.056885055,0.008661281,0.12190602094920702,0.33613953153467135,0.6665213999999999,1.0,0.0,1.0,0.0,3.0,Fuselage greater than aeroshell diameter,1,Titan,66.5269217041656,0.0,0.0,52.254400000000004,14.272521704165602,5.162240693558629,2.109817123640285,0.034685106640260144,0.32002514662248965,0.0,6.645753633703939,0.0,0.0,0.0,0.0,0.0,No_tail,no,no,0.0,spring,0.25,10.0,2.0
4,21.0,0.476271544,1.8965716798700833,30.0,7.552380952,2.872684492,0.35,0.0,138.16788401643635,251.23314551679766,LowAcc,400000.0,21.159743032873937,0.013266890479187918,0.14445913955677936,10.888696170620824,-1.1561598326953435,2.3477386307416794,0.7043215892225038,0.19997766221107183,0.078052979,0.069391698,0.02,-0.36276943899941844,0.19769629784383963,1.7495575430869763,2.0,0.0,5.0,0.2429870172411318,3.0,Fuselage greater than aeroshell diameter,1,Titan,138.16788401643635,58.36320886233971,0.0,52.254400000000004,85.91348401643633,0.006081050338225662,8.231850273661813,0.06484181345872277,0.4364483662257387,0.2664675025066413,13.810791737966497,4.719210845498654,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,fall,0.00599025947806608,100.0,2.15
5,22.0,1.366325102,4.819494447968584,30.0,17.0,2.872684492,0.35,0.0,65.45933223746226,251.23314551679766,LowAcc,400000.0,65.0579276751601,0.013266890479187918,0.005731687486634511,0.43202945676124666,-2.4492316401844105,1.8172176,0.54516528,0.19997766221107183,0.20021935300000002,0.169444843,0.03,1.2550240713611192,0.19769629784383963,0.6665213999999999,1.0,0.0,6.0,0.0,3.0,"Wingspan greater than aeroshell diameter, folding wings needed",1,Titan,65.45933223746226,0.0,0.0,52.254400000000004,13.204932237462264,4.858183793445755,0.7980066055318621,0.033993141780521464,0.9775562100143177,0.0,6.537192486689809,0.0,0.0,0.0,0.0,0.0,No_tail,no,no,0.0,fall,0.0019482998580741969,100.0,4.55
6,23.0,0.37155936,1.3887296393652864,30.0,5.19047619,2.025581665,0.35,0.0,496.0959373931082,1497.3363203997023,LowAcc,400000.0,30.028662362097034,0.043088835075264086,0.36167893034182536,8.393796901449619,1.1432376703411993,9.072577941470398,0.7291429980707187,0.12858009970770815,0.133164949,0.113164949,0.02,0.1734522411489534,0.1365970084788504,9.072577941470398,10.0,0.0,1.0,0.6313078770896754,3.0,Fuselage greater than aeroshell diameter,1,Titan,496.0959373931082,337.4621191815892,0.0,52.254400000000004,443.84153739310824,6.951746771563034,46.75602034845524,1.281234811658053,0.6501680327135503,1.1182975216858921,49.60316477246014,0.004202388542760275,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,spring,0.04221045537349873,10.0,4.7
7,24.0,0.790408094,3.33216923317958,30.0,14.04761905,1.884397861,0.35,0.0,434.89670271903174,1230.7733810169989,LowAcc,400000.0,26.949416238307258,0.023101874549477028,0.159753228496207,6.915163016493111,-0.5147174220628898,7.313658195736227,0.7344539920131965,0.32558024615715253,0.189444843,0.169444843,0.02,0.04176242274725528,0.32559065999584763,7.313658195736227,8.0,0.0,2.0,0.571376423092859,3.0,Fuselage greater than aeroshell diameter,1,Titan,434.89670271903174,277.6813255370828,0.0,52.254400000000004,382.6423027190317,22.905551161786253,35.528682792353194,1.1458045432102275,0.9249504603575331,0.9559977446746746,43.480081749790166,0.005325165336584087,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,summer,0.015677810375714637,30.0,5.0
8,25.0,1.418681194,4.557059406346259,30.0,14.63809524,2.378541176,0.35,0.0,440.30663671220975,1242.0438958876252,LowAcc,400000.0,26.244650384958835,0.01438350821988613,0.08726992142291644,6.067359929774304,-1.172660137341206,7.331664646524432,0.73617412335141,0.48446201349547036,0.14316494899999999,0.113164949,0.04,0.07564403098085562,0.4875127765896976,7.331664646524432,8.0,0.0,1.0,0.5740370755338082,3.0,Fuselage greater than aeroshell diameter,1,Titan,440.30663671220975,280.3061266062703,0.0,52.254400000000004,388.0522367122098,25.35632005285498,35.33354134445953,1.3046268468045243,0.7478165562320853,0.9629832165805826,44.02093682302279,0.00530170154460697,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,winter,0.048296452571057795,10.0,5.0
9,26.0,0.476271544,2.3591467075282035,30.0,11.68571429,2.872684492,0.35,0.0,322.325583059481,890.392947616345,LowAcc,400000.0,22.237703475941007,0.03676612151839048,0.346961674725154,9.43699417823017,0.5514151234741728,5.4368031925093385,0.7282840592154848,0.20703829212449562,0.1869382,0.1569382,0.02,0.022249646321249306,0.20704449623270632,5.4368031925093385,6.0,0.0,6.0,0.4841819365433337,3.0,Fuselage greater than aeroshell diameter,1,Titan,322.325583059481,201.48007666186876,0.0,52.254400000000004,270.07118305948103,11.37845044179142,22.859072931739806,0.5030160619329921,0.863887699201362,0.7385256399273563,32.226108587708374,0.007461470870623179,0.0,0.014583564440330758,0.0,0.0,No_tail,no,yes,0.0,spring,0.018999616483666926,30.0,5.0
