,Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_Vtail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold
0,1.0,0.354670298,1.3316724409553575,0.0,5.0,1.438074866,0.35,0.0,412.66923234510386,1206.276890389995,LowAcc,8914564.126465669,28.24854908632364,0.04149829472301334,0.38759680694788246,9.340065887886626,1.304190112955937,7.274521132521088,0.7307152824965993,0.05160242835269869,0.050645579,0.1719164971423036,0.05210427353718976,7.274521132521088,8.0,0.0,4.0,0.5655503211924187,3.0,Fuselage greater than aeroshell diameter,1,Titan,412.66923234510386,275.77870811423634,0.0,52.254400000000004,360.4148323451039,5.80935891575781,35.611573317163796,0.7753972120618876,0.22117902660043443,0.9407731894808149,41.25788113920186,0.005377866160636038,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
1,2.0,1.418681194,2.7136011052949125,0.0,5.19047619,2.872684492,0.35,0.0,337.81547444817386,928.3211227623465,LowAcc,7246988.933160393,22.96432217012825,0.013957722658360813,0.16531920392011865,11.844282048482373,-0.49477433028025974,5.4973995208131,0.7360023037877206,0.08471137561379442,0.0943063,0.17612952830714768,0.0909345271968308,5.4973995208131,6.0,0.0,6.0,0.49465940427159744,3.0,Fuselage greater than aeroshell diameter,1,Titan,337.81547444817386,212.72751484404287,0.0,52.254400000000004,285.5610744481739,13.30190453780153,23.95159076834114,0.5595464160681091,0.46044354767480056,0.7634726097316207,33.77470494358823,0.007313216485254593,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
2,3.0,1.418681194,3.3988407279839796,0.0,8.142857143,2.872684492,0.35,0.0,177.7847796584339,360.9791292889327,LowAcc,4842979.836268495,15.34647703332476,0.016188424572404363,0.26943735639071764,16.64382813692783,-0.2790894723411027,2.5625581257760066,0.768767437732802,0.07195216833252707,0.138849991,0.15029745045256565,0.0790679471473824,1.9182134145784584,2.0,0.0,6.0,0.3002464419942931,3.0,1,1,Titan,177.7847796584339,83.08368817219231,0.0,52.254400000000004,125.5303796584339,9.92186468440869,8.867824055312164,0.11267472619059951,0.6779248305855932,0.355363610687916,17.769708976735537,4.726747037880756,0.0,0.014583564440330758,0.0,V-tail,yes,yes,0.0
3,4.0,1.418681194,2.7136011052949125,0.0,5.19047619,2.872684492,0.35,0.0,340.7000034049262,948.8247012151434,LowAcc,7349564.3509629965,23.289364054817213,0.013701588888411139,0.16115816592500745,11.762005650404218,-0.4601890396103251,5.530157267963994,0.740174706823077,0.08533136260406904,0.076316775,0.17608419262919972,0.0911988146003604,5.530157267963994,6.0,0.0,6.0,0.5002320400054038,3.0,Fuselage greater than aeroshell diameter,1,Titan,340.7000034049262,215.9703803596059,0.0,52.254400000000004,288.44560340492615,12.223506105650317,24.448808539030324,0.56852958948919,0.37261101992231205,0.7768740231415892,34.06307161279194,0.007238590854195311,0.0,0.014583564440330758,0.0,V-tail,no,no,0.0
4,5.0,1.418681194,3.3988407279839796,0.0,8.142857143,2.16676547,0.35,0.0,177.0277669153433,360.45756201807103,LowAcc,4923457.298003885,15.601494720776882,0.016004043369534565,0.25959097677461224,16.220336997384788,-0.313795146096864,2.5611273810449346,0.7683382143134804,0.07601156784272042,0.1187421863691232,0.1503226702105578,0.08278320727979556,1.9170901296574958,2.0,0.0,3.0,0.2999296796551589,3.0,1,1,Titan,177.0277669153433,82.92420194411335,0.0,52.254400000000004,124.77336691534332,9.448919862405793,8.91931410202426,0.1121945221719091,0.5797499589153793,0.3547965874595037,17.694057359141976,4.725549014670823,0.0,0.014583564440330758,0.0,V-tail,no,yes,0.0
5,6.0,1.418681194,4.910965312237503,0.0,17.0,2.872684492,0.35,0.0,158.91622109020824,225.46270288302026,LowAcc,3684089.957271708,11.674176608080804,0.01846242642084588,0.4161944931965407,22.542784123251348,0.8629659333560649,2.521069189909938,0.7563207569729813,0.1061270753118695,0.2515848319811262,0.355042341480991,0.1091834085884058,0.9428201206490643,1.0,0.0,6.0,0.1879134797034148,3.0,Tail sizing failure,1,Titan,158.91622109020824,38.975319825814154,0.0,52.254400000000004,100.24605157500866,10.401313163173361,6.2742177488991135,0.11514763700260844,1.2283443691307832,0.1852030896673107,15.88374103099589,27.16818114588511,0.0,0.014583564440330758,0.0,V-tail,yes,yes,2.0
6,7.0,1.418681194,2.7136011052949125,0.0,5.19047619,2.16676547,0.35,0.0,338.9344809716315,948.1324991598661,LowAcc,7171265.056997446,22.724367686381242,0.014817992107625879,0.1677432671437787,11.320242710714625,-0.44649274472962464,5.52905136442836,0.7400338462429022,0.16953142429374934,0.23823783267041634,0.22064663240449345,0.1721904687150128,5.52905136442836,6.0,0.0,6.0,0.5000449203943792,3.0,Fuselage greater than aeroshell diameter,1,Titan,338.9344809716315,214.97430617031156,0.0,52.254400000000004,286.6800809716315,11.403369970143718,24.12893041572357,0.5659977783466922,0.9226571893594346,0.7764225319468546,33.88657230051046,0.00724105084890553,0.0,0.014583564440330758,0.0,V-tail,no,no,0.0
7,8.0,0.37155936,1.739412196296355,0.0,8.142857143,1.813805959,0.35,0.0,336.3326440083555,962.3659229603456,LowAcc,7524026.969485887,23.842202732419093,0.05200641245662094,0.5955415016015742,11.451309049596937,2.2855159771121496,5.551791536297435,0.7429302957970794,0.05711034603136338,0.050497504,0.21887224636734998,0.057569591377703365,5.551791536297435,6.0,0.0,2.0,0.5038785966955439,3.0,Fuselage greater than aeroshell diameter,1,Titan,336.3326440083555,218.16959951736865,0.0,52.254400000000004,284.07824400835545,5.878058168354628,24.870165308595777,0.47997533113293545,0.2465503353485656,0.7856933211960189,33.62642718952407,0.00719127239441194,0.0,0.014583564440330758,0.0,V-tail,no,no,0.0
8,9.0,1.418681194,4.910965312237503,0.0,17.0,1.813805959,0.35,0.0,140.63828867630167,209.0495391334899,LowAcc,3492774.523144724,11.067934580401312,0.01731166674668109,0.4097802515023349,23.67075669250022,0.8604105520606798,2.288120608366563,0.6864361825099689,0.09840761039371552,0.21138320700000002,0.15406359607751036,0.10011462235643431,1.7027511323435423,2.0,0.0,5.0,0.23169261541504516,3.0,1,1,Titan,140.63828867630167,51.948885060779475,0.0,52.254400000000004,83.06754724496017,4.993862448397478,5.882351210305667,0.08998010854823166,1.0320629030081419,0.24060271645374057,14.057574292203306,4.807644940823783,0.0,0.014583564440330758,0.0,V-tail,yes,yes,2.0
9,10.0,0.37155936,2.030403794195533,0.0,11.0952381,1.460846448,0.35,0.0,265.8897022376607,700.0824289452235,LowAcc,6658099.803321952,21.09824512422349,0.052526341954997044,0.7607353653038442,14.482930601861042,2.865011620518335,4.466230289249236,0.718434823765376,0.05757435383097357,0.04631677499999999,0.26828236077588585,0.058014057612286375,4.466230289249236,5.0,0.0,1.0,0.42775247915842823,3.0,Fuselage greater than aeroshell diameter,1,Titan,265.8897022376607,160.95409017858373,0.0,52.254400000000004,213.6353022376607,7.355437486308247,17.54491217229288,0.30151077460592407,0.265498577271703,0.6098299822575044,26.580041644457364,0.009397857443043316,0.0,0.014583564440330758,0.0,V-tail,yes,no,0.0
